color1,color2,distance
"(4, 136, 0)","(0, 136, 0)",4.0
"(4, 136, 0)","(0, 137, 0)",4.12310562562
"(4, 137, 0)","(0, 137, 0)",4.0
"(4, 137, 0)","(0, 138, 0)",4.12310562562
"(4, 138, 0)","(0, 138, 0)",4.0
"(4, 138, 0)","(0, 139, 0)",4.12310562562
"(4, 139, 0)","(0, 139, 0)",4.0
"(4, 139, 0)","(0, 140, 0)",4.12310562562
"(4, 140, 0)","(0, 140, 0)",4.0
"(4, 140, 0)","(0, 141, 0)",4.12310562562
"(4, 141, 0)","(0, 141, 0)",4.0
"(4, 141, 0)","(0, 142, 0)",4.12310562562
"(4, 142, 0)","(0, 142, 0)",4.0
"(4, 142, 0)","(0, 143, 0)",4.12310562562
"(4, 143, 0)","(0, 143, 0)",4.0
"(4, 143, 0)","(0, 144, 0)",4.12310562562
"(4, 144, 0)","(0, 144, 0)",4.0
"(4, 144, 0)","(0, 145, 0)",4.12310562562
"(4, 145, 0)","(0, 145, 0)",4.0
"(4, 145, 0)","(0, 146, 0)",4.12310562562
"(4, 146, 0)","(0, 146, 0)",4.0
"(4, 146, 0)","(0, 147, 0)",4.12310562562
"(4, 147, 0)","(0, 147, 0)",4.0
"(4, 147, 0)","(0, 148, 0)",4.12310562562
"(4, 148, 0)","(0, 148, 0)",4.0
"(4, 148, 0)","(0, 149, 0)",4.12310562562
"(4, 149, 0)","(0, 149, 0)",4.0
"(4, 149, 0)","(0, 150, 0)",4.12310562562
"(4, 150, 0)","(0, 150, 0)",4.0
"(4, 150, 0)","(0, 151, 0)",4.12310562562
"(4, 151, 0)","(0, 151, 0)",4.0
"(4, 151, 0)","(0, 152, 0)",4.12310562562
"(4, 152, 0)","(0, 152, 0)",4.0
"(4, 152, 0)","(0, 153, 0)",4.12310562562
"(4, 153, 0)","(0, 153, 0)",4.0
"(4, 153, 0)","(0, 154, 0)",4.12310562562
"(4, 154, 0)","(0, 154, 0)",4.0
"(4, 154, 0)","(0, 155, 0)",4.12310562562
"(4, 155, 0)","(0, 155, 0)",4.0
"(4, 155, 0)","(0, 156, 0)",4.12310562562
"(4, 156, 0)","(0, 156, 0)",4.0
"(4, 156, 0)","(0, 157, 0)",4.12310562562
"(4, 157, 0)","(0, 157, 0)",4.0
"(4, 157, 0)","(0, 158, 0)",4.12310562562
"(4, 158, 0)","(0, 158, 0)",4.0
"(4, 158, 0)","(0, 159, 0)",4.12310562562
"(4, 159, 0)","(0, 159, 0)",4.0
"(4, 159, 0)","(0, 160, 0)",4.12310562562
"(4, 160, 0)","(0, 160, 0)",4.0
"(4, 160, 0)","(0, 161, 0)",4.12310562562
"(4, 161, 0)","(0, 161, 0)",4.0
"(4, 161, 0)","(0, 162, 0)",4.12310562562
"(4, 162, 0)","(0, 162, 0)",4.0
"(4, 162, 0)","(0, 163, 0)",4.12310562562
"(4, 163, 0)","(0, 163, 0)",4.0
"(4, 163, 0)","(0, 164, 0)",4.12310562562
"(4, 164, 0)","(0, 164, 0)",4.0
"(4, 164, 0)","(0, 165, 0)",4.12310562562
"(4, 165, 0)","(0, 165, 0)",4.0
"(4, 165, 0)","(0, 166, 0)",4.12310562562
"(4, 166, 0)","(0, 166, 0)",4.0
"(4, 166, 0)","(0, 167, 0)",4.12310562562
"(4, 167, 0)","(0, 167, 0)",4.0
"(4, 167, 0)","(0, 168, 0)",4.12310562562
"(4, 168, 0)","(0, 168, 0)",4.0
"(4, 168, 0)","(0, 169, 0)",4.12310562562
"(4, 169, 0)","(0, 169, 0)",4.0
"(4, 169, 0)","(0, 170, 0)",4.12310562562
"(4, 170, 0)","(0, 170, 0)",4.0
"(4, 170, 0)","(0, 171, 0)",4.12310562562
"(4, 171, 0)","(0, 171, 0)",4.0
"(4, 171, 0)","(0, 172, 0)",4.12310562562
"(4, 172, 0)","(0, 172, 0)",4.0
"(4, 172, 0)","(0, 173, 0)",4.12310562562
"(4, 173, 0)","(0, 173, 0)",4.0
"(4, 173, 0)","(0, 174, 0)",4.12310562562
"(4, 174, 0)","(0, 174, 0)",4.0
"(4, 174, 0)","(0, 175, 0)",4.12310562562
"(4, 175, 0)","(0, 175, 0)",4.0
"(4, 175, 0)","(0, 176, 0)",4.12310562562
"(4, 176, 0)","(0, 176, 0)",4.0
"(4, 176, 0)","(0, 177, 0)",4.12310562562
"(4, 177, 0)","(0, 177, 0)",4.0
"(4, 177, 0)","(0, 178, 0)",4.12310562562
"(4, 178, 0)","(0, 178, 0)",4.0
"(4, 178, 0)","(0, 179, 0)",4.12310562562
"(4, 179, 0)","(0, 179, 0)",4.0
"(4, 179, 0)","(0, 180, 0)",4.12310562562
"(4, 180, 0)","(0, 180, 0)",4.0
"(4, 180, 0)","(0, 181, 0)",4.12310562562
"(4, 181, 0)","(0, 181, 0)",4.0
"(4, 181, 0)","(0, 182, 0)",4.12310562562
"(4, 182, 0)","(0, 182, 0)",4.0
"(4, 182, 0)","(0, 183, 0)",4.12310562562
"(4, 183, 0)","(0, 183, 0)",4.0
"(4, 183, 0)","(0, 184, 0)",4.12310562562
"(4, 184, 0)","(0, 184, 0)",4.0
"(4, 184, 0)","(0, 185, 0)",4.12310562562
"(4, 185, 0)","(0, 185, 0)",4.0
"(4, 185, 0)","(0, 186, 0)",4.12310562562
"(4, 186, 0)","(0, 186, 0)",4.0
"(4, 186, 0)","(0, 187, 0)",4.12310562562
"(4, 187, 0)","(0, 187, 0)",4.0
"(4, 187, 0)","(0, 188, 0)",4.12310562562
"(4, 188, 0)","(0, 188, 0)",4.0
"(4, 188, 0)","(0, 189, 0)",4.12310562562
"(4, 189, 0)","(0, 189, 0)",4.0
"(4, 189, 0)","(0, 190, 0)",4.12310562562
"(4, 190, 0)","(0, 190, 0)",4.0
"(4, 190, 0)","(0, 191, 0)",4.12310562562
"(4, 191, 0)","(0, 191, 0)",4.0
"(4, 191, 0)","(0, 192, 0)",4.12310562562
"(4, 192, 0)","(0, 192, 0)",4.0
"(4, 192, 0)","(0, 193, 0)",4.12310562562
"(4, 193, 0)","(0, 193, 0)",4.0
"(4, 193, 0)","(0, 194, 0)",4.12310562562
"(4, 194, 0)","(0, 194, 0)",4.0
"(4, 194, 0)","(0, 195, 0)",4.12310562562
"(4, 195, 0)","(0, 195, 0)",4.0
"(4, 195, 0)","(0, 196, 0)",4.12310562562
"(4, 196, 0)","(0, 196, 0)",4.0
"(4, 196, 0)","(0, 197, 0)",4.12310562562
"(4, 197, 0)","(0, 197, 0)",4.0
"(4, 197, 0)","(0, 198, 0)",4.12310562562
"(4, 198, 0)","(0, 198, 0)",4.0
"(4, 198, 0)","(0, 199, 0)",4.12310562562
"(4, 199, 0)","(0, 199, 0)",4.0
"(4, 199, 0)","(0, 200, 0)",4.12310562562
"(4, 200, 0)","(0, 200, 0)",4.0
"(4, 200, 0)","(0, 201, 0)",4.12310562562
"(4, 201, 0)","(0, 201, 0)",4.0
"(4, 201, 0)","(0, 202, 0)",4.12310562562
"(4, 202, 0)","(0, 202, 0)",4.0
"(4, 202, 0)","(0, 203, 0)",4.12310562562
"(4, 203, 0)","(0, 203, 0)",4.0
"(4, 203, 0)","(0, 204, 0)",4.12310562562
"(4, 204, 0)","(0, 204, 0)",4.0
"(4, 204, 0)","(0, 205, 0)",4.12310562562
"(4, 205, 0)","(0, 205, 0)",4.0
"(4, 205, 0)","(0, 206, 0)",4.12310562562
"(4, 206, 0)","(0, 206, 0)",4.0
"(4, 206, 0)","(0, 207, 0)",4.12310562562
"(4, 207, 0)","(0, 207, 0)",4.0
"(4, 207, 0)","(0, 208, 0)",4.12310562562
"(4, 208, 0)","(0, 208, 0)",4.0
"(4, 208, 0)","(0, 209, 0)",4.12310562562
"(4, 209, 0)","(0, 209, 0)",4.0
"(4, 209, 0)","(0, 210, 0)",4.12310562562
"(4, 210, 0)","(0, 210, 0)",4.0
"(4, 210, 0)","(0, 211, 0)",4.12310562562
"(4, 211, 0)","(0, 211, 0)",4.0
"(4, 211, 0)","(0, 212, 0)",4.12310562562
"(4, 212, 0)","(0, 212, 0)",4.0
"(4, 212, 0)","(0, 213, 0)",4.12310562562
"(4, 213, 0)","(0, 213, 0)",4.0
"(4, 213, 0)","(0, 214, 0)",4.12310562562
"(4, 214, 0)","(0, 214, 0)",4.0
"(4, 214, 0)","(0, 215, 0)",4.12310562562
"(4, 215, 0)","(0, 215, 0)",4.0
"(4, 215, 0)","(0, 216, 0)",4.12310562562
"(4, 216, 0)","(0, 216, 0)",4.0
"(4, 216, 0)","(0, 217, 0)",4.12310562562
"(4, 217, 0)","(0, 217, 0)",4.0
"(4, 217, 0)","(0, 218, 0)",4.12310562562
"(4, 218, 0)","(0, 218, 0)",4.0
"(4, 218, 0)","(0, 219, 0)",4.12310562562
"(4, 219, 0)","(0, 219, 0)",4.0
"(4, 219, 0)","(0, 220, 0)",4.12310562562
"(4, 220, 0)","(0, 220, 0)",4.0
"(4, 220, 0)","(0, 221, 0)",4.12310562562
"(4, 221, 0)","(0, 221, 0)",4.0
"(4, 221, 0)","(0, 222, 0)",4.12310562562
"(4, 222, 0)","(0, 222, 0)",4.0
"(4, 222, 0)","(0, 223, 0)",4.12310562562
"(4, 223, 0)","(0, 223, 0)",4.0
"(4, 223, 0)","(0, 224, 0)",4.12310562562
"(4, 224, 0)","(0, 224, 0)",4.0
"(4, 224, 0)","(0, 225, 0)",4.12310562562
"(4, 225, 0)","(0, 225, 0)",4.0
"(4, 225, 0)","(0, 226, 0)",4.12310562562
"(4, 226, 0)","(0, 226, 0)",4.0
"(4, 226, 0)","(0, 227, 0)",4.12310562562
"(4, 227, 0)","(0, 227, 0)",4.0
"(4, 227, 0)","(0, 228, 0)",4.12310562562
"(4, 228, 0)","(0, 228, 0)",4.0
"(4, 228, 0)","(0, 229, 0)",4.12310562562
"(4, 229, 0)","(0, 229, 0)",4.0
"(4, 229, 0)","(0, 230, 0)",4.12310562562
"(4, 230, 0)","(0, 230, 0)",4.0
"(4, 230, 0)","(0, 231, 0)",4.12310562562
"(4, 231, 0)","(0, 231, 0)",4.0
"(4, 231, 0)","(0, 232, 0)",4.12310562562
"(4, 232, 0)","(0, 232, 0)",4.0
"(4, 232, 0)","(0, 233, 0)",4.12310562562
"(4, 233, 0)","(0, 233, 0)",4.0
"(4, 233, 0)","(0, 234, 0)",4.12310562562
"(4, 234, 0)","(0, 234, 0)",4.0
"(4, 234, 0)","(0, 235, 0)",4.12310562562
"(4, 235, 0)","(0, 235, 0)",4.0
"(4, 235, 0)","(0, 236, 0)",4.12310562562
"(4, 236, 0)","(0, 236, 0)",4.0
"(4, 236, 0)","(0, 237, 0)",4.12310562562
"(4, 237, 0)","(0, 237, 0)",4.0
"(4, 237, 0)","(0, 238, 0)",4.12310562562
"(4, 238, 0)","(0, 238, 0)",4.0
"(4, 238, 0)","(0, 239, 0)",4.12310562562
"(4, 239, 0)","(0, 239, 0)",4.0
"(4, 239, 0)","(0, 240, 0)",4.12310562562
"(4, 240, 0)","(0, 240, 0)",4.0
"(4, 240, 0)","(0, 241, 0)",4.12310562562
"(4, 241, 0)","(0, 241, 0)",4.0
"(4, 241, 0)","(0, 242, 0)",4.12310562562
"(4, 242, 0)","(0, 242, 0)",4.0
"(4, 242, 0)","(0, 243, 0)",4.12310562562
"(4, 243, 0)","(0, 243, 0)",4.0
"(4, 243, 0)","(0, 244, 0)",4.12310562562
"(4, 244, 0)","(0, 244, 0)",4.0
"(4, 244, 0)","(0, 245, 0)",4.12310562562
"(4, 245, 0)","(0, 245, 0)",4.0
"(4, 245, 0)","(0, 246, 0)",4.12310562562
"(4, 246, 0)","(0, 246, 0)",4.0
"(4, 246, 0)","(0, 247, 0)",4.12310562562
"(4, 247, 0)","(0, 247, 0)",4.0
"(4, 247, 0)","(0, 248, 0)",4.12310562562
"(4, 248, 0)","(0, 248, 0)",4.0
"(4, 248, 0)","(0, 249, 0)",4.12310562562
"(4, 249, 0)","(0, 249, 0)",4.0
"(4, 249, 0)","(0, 250, 0)",4.12310562562
"(4, 250, 0)","(0, 250, 0)",4.0
"(4, 250, 0)","(0, 251, 0)",4.12310562562
"(4, 251, 0)","(0, 251, 0)",4.0
"(4, 251, 0)","(0, 252, 0)",4.12310562562
"(4, 252, 0)","(0, 252, 0)",4.0
"(4, 252, 0)","(0, 253, 0)",4.12310562562
"(4, 253, 0)","(0, 253, 0)",4.0
"(4, 253, 0)","(0, 254, 0)",4.12310562562
"(4, 254, 0)","(0, 254, 0)",4.0
"(4, 254, 0)","(0, 255, 0)",4.12310562562
"(4, 255, 0)","(0, 255, 0)",4.0
"(5, 128, 0)","(0, 128, 0)",5.0
"(5, 128, 0)","(0, 129, 0)",5.09901951359
"(5, 129, 0)","(0, 129, 0)",5.0
"(5, 129, 0)","(0, 130, 0)",5.09901951359
"(5, 130, 0)","(0, 130, 0)",5.0
"(5, 130, 0)","(0, 131, 0)",5.09901951359
"(5, 131, 0)","(0, 131, 0)",5.0
"(5, 131, 0)","(0, 132, 0)",5.09901951359
"(5, 132, 0)","(0, 132, 0)",5.0
"(5, 132, 0)","(0, 133, 0)",5.09901951359
"(5, 133, 0)","(0, 133, 0)",5.0
"(5, 133, 0)","(0, 134, 0)",5.09901951359
"(5, 134, 0)","(0, 134, 0)",5.0
"(5, 134, 0)","(0, 135, 0)",5.09901951359
"(5, 135, 0)","(0, 135, 0)",5.0
"(5, 135, 0)","(0, 136, 0)",5.09901951359
"(5, 136, 0)","(0, 136, 0)",5.0
"(5, 136, 0)","(0, 137, 0)",5.09901951359
"(5, 137, 0)","(0, 137, 0)",5.0
"(5, 137, 0)","(0, 138, 0)",5.09901951359
"(5, 138, 0)","(0, 138, 0)",5.0
"(5, 138, 0)","(0, 139, 0)",5.09901951359
"(5, 139, 0)","(0, 139, 0)",5.0
"(5, 139, 0)","(0, 140, 0)",5.09901951359
"(5, 140, 0)","(0, 140, 0)",5.0
"(5, 140, 0)","(0, 141, 0)",5.09901951359
"(5, 141, 0)","(0, 141, 0)",5.0
"(5, 141, 0)","(0, 142, 0)",5.09901951359
"(5, 142, 0)","(0, 142, 0)",5.0
"(5, 142, 0)","(0, 143, 0)",5.09901951359
"(5, 143, 0)","(0, 143, 0)",5.0
"(5, 143, 0)","(0, 144, 0)",5.09901951359
"(5, 144, 0)","(0, 144, 0)",5.0
"(5, 144, 0)","(0, 145, 0)",5.09901951359
"(5, 145, 0)","(0, 145, 0)",5.0
"(5, 145, 0)","(0, 146, 0)",5.09901951359
"(5, 146, 0)","(0, 146, 0)",5.0
"(5, 146, 0)","(0, 147, 0)",5.09901951359
"(5, 147, 0)","(0, 147, 0)",5.0
"(5, 147, 0)","(0, 148, 0)",5.09901951359
"(5, 148, 0)","(0, 148, 0)",5.0
"(5, 148, 0)","(0, 149, 0)",5.09901951359
"(5, 149, 0)","(0, 149, 0)",5.0
"(5, 149, 0)","(0, 150, 0)",5.09901951359
"(5, 150, 0)","(0, 150, 0)",5.0
"(5, 150, 0)","(0, 151, 0)",5.09901951359
"(5, 151, 0)","(0, 151, 0)",5.0
"(5, 151, 0)","(0, 152, 0)",5.09901951359
"(5, 152, 0)","(0, 152, 0)",5.0
"(5, 152, 0)","(0, 153, 0)",5.09901951359
"(5, 153, 0)","(0, 153, 0)",5.0
"(5, 153, 0)","(0, 154, 0)",5.09901951359
"(5, 154, 0)","(0, 154, 0)",5.0
"(5, 154, 0)","(0, 155, 0)",5.09901951359
"(5, 155, 0)","(0, 155, 0)",5.0
"(5, 155, 0)","(0, 156, 0)",5.09901951359
"(5, 156, 0)","(0, 156, 0)",5.0
"(5, 156, 0)","(0, 157, 0)",5.09901951359
"(5, 157, 0)","(0, 157, 0)",5.0
"(5, 157, 0)","(0, 158, 0)",5.09901951359
"(5, 158, 0)","(0, 158, 0)",5.0
"(5, 158, 0)","(0, 159, 0)",5.09901951359
"(5, 159, 0)","(0, 159, 0)",5.0
"(5, 159, 0)","(0, 160, 0)",5.09901951359
"(5, 160, 0)","(0, 160, 0)",5.0
"(5, 160, 0)","(0, 161, 0)",5.09901951359
"(5, 161, 0)","(0, 161, 0)",5.0
"(5, 161, 0)","(0, 162, 0)",5.09901951359
"(5, 162, 0)","(0, 162, 0)",5.0
"(5, 162, 0)","(0, 163, 0)",5.09901951359
"(5, 163, 0)","(0, 163, 0)",5.0
"(5, 163, 0)","(0, 164, 0)",5.09901951359
"(5, 164, 0)","(0, 164, 0)",5.0
"(5, 164, 0)","(0, 165, 0)",5.09901951359
"(5, 165, 0)","(0, 165, 0)",5.0
"(5, 165, 0)","(0, 166, 0)",5.09901951359
"(5, 166, 0)","(0, 166, 0)",5.0
"(5, 166, 0)","(0, 167, 0)",5.09901951359
"(5, 167, 0)","(0, 167, 0)",5.0
"(5, 167, 0)","(0, 168, 0)",5.09901951359
"(5, 168, 0)","(0, 168, 0)",5.0
"(5, 168, 0)","(0, 169, 0)",5.09901951359
"(5, 169, 0)","(0, 169, 0)",5.0
"(5, 169, 0)","(0, 170, 0)",5.09901951359
"(5, 170, 0)","(0, 170, 0)",5.0
"(5, 170, 0)","(0, 171, 0)",5.09901951359
"(5, 171, 0)","(0, 171, 0)",5.0
"(5, 171, 0)","(0, 172, 0)",5.09901951359
"(5, 172, 0)","(0, 172, 0)",5.0
"(5, 172, 0)","(0, 173, 0)",5.09901951359
"(5, 173, 0)","(0, 173, 0)",5.0
"(5, 173, 0)","(0, 174, 0)",5.09901951359
"(5, 174, 0)","(0, 174, 0)",5.0
"(5, 174, 0)","(0, 175, 0)",5.09901951359
"(5, 175, 0)","(0, 175, 0)",5.0
"(5, 175, 0)","(0, 176, 0)",5.09901951359
"(5, 176, 0)","(0, 176, 0)",5.0
"(5, 176, 0)","(0, 177, 0)",5.09901951359
"(5, 177, 0)","(0, 177, 0)",5.0
"(5, 177, 0)","(0, 178, 0)",5.09901951359
"(5, 178, 0)","(0, 178, 0)",5.0
"(5, 178, 0)","(0, 179, 0)",5.09901951359
"(5, 179, 0)","(0, 179, 0)",5.0
"(5, 179, 0)","(0, 180, 0)",5.09901951359
"(5, 180, 0)","(0, 180, 0)",5.0
"(5, 180, 0)","(0, 181, 0)",5.09901951359
"(5, 181, 0)","(0, 181, 0)",5.0
"(5, 181, 0)","(0, 182, 0)",5.09901951359
"(5, 182, 0)","(0, 182, 0)",5.0
"(5, 182, 0)","(0, 183, 0)",5.09901951359
"(5, 183, 0)","(0, 183, 0)",5.0
"(5, 183, 0)","(0, 184, 0)",5.09901951359
"(5, 184, 0)","(0, 184, 0)",5.0
"(5, 184, 0)","(0, 185, 0)",5.09901951359
"(5, 185, 0)","(0, 185, 0)",5.0
"(5, 185, 0)","(0, 186, 0)",5.09901951359
"(5, 186, 0)","(0, 186, 0)",5.0
"(5, 186, 0)","(0, 187, 0)",5.09901951359
"(5, 187, 0)","(0, 187, 0)",5.0
"(5, 187, 0)","(0, 188, 0)",5.09901951359
"(5, 188, 0)","(0, 188, 0)",5.0
"(5, 188, 0)","(0, 189, 0)",5.09901951359
"(5, 189, 0)","(0, 189, 0)",5.0
"(5, 189, 0)","(0, 190, 0)",5.09901951359
"(5, 190, 0)","(0, 190, 0)",5.0
"(5, 190, 0)","(0, 191, 0)",5.09901951359
"(5, 191, 0)","(0, 191, 0)",5.0
"(5, 191, 0)","(0, 192, 0)",5.09901951359
"(5, 192, 0)","(0, 192, 0)",5.0
"(5, 192, 0)","(0, 193, 0)",5.09901951359
"(5, 193, 0)","(0, 193, 0)",5.0
"(5, 193, 0)","(0, 194, 0)",5.09901951359
"(5, 194, 0)","(0, 194, 0)",5.0
"(5, 194, 0)","(0, 195, 0)",5.09901951359
"(5, 195, 0)","(0, 195, 0)",5.0
"(5, 195, 0)","(0, 196, 0)",5.09901951359
"(5, 196, 0)","(0, 196, 0)",5.0
"(5, 196, 0)","(0, 197, 0)",5.09901951359
"(5, 197, 0)","(0, 197, 0)",5.0
"(5, 197, 0)","(0, 198, 0)",5.09901951359
"(5, 198, 0)","(0, 198, 0)",5.0
"(5, 198, 0)","(0, 199, 0)",5.09901951359
"(5, 199, 0)","(0, 199, 0)",5.0
"(5, 199, 0)","(0, 200, 0)",5.09901951359
"(5, 200, 0)","(0, 200, 0)",5.0
"(5, 200, 0)","(0, 201, 0)",5.09901951359
"(5, 201, 0)","(0, 201, 0)",5.0
"(5, 201, 0)","(0, 202, 0)",5.09901951359
"(5, 202, 0)","(0, 202, 0)",5.0
"(5, 202, 0)","(0, 203, 0)",5.09901951359
"(5, 203, 0)","(0, 203, 0)",5.0
"(5, 203, 0)","(0, 204, 0)",5.09901951359
"(5, 204, 0)","(0, 204, 0)",5.0
"(5, 204, 0)","(0, 205, 0)",5.09901951359
"(5, 205, 0)","(0, 205, 0)",5.0
"(5, 205, 0)","(0, 206, 0)",5.09901951359
"(5, 206, 0)","(0, 206, 0)",5.0
"(5, 206, 0)","(0, 207, 0)",5.09901951359
"(5, 207, 0)","(0, 207, 0)",5.0
"(5, 207, 0)","(0, 208, 0)",5.09901951359
"(5, 208, 0)","(0, 208, 0)",5.0
"(5, 208, 0)","(0, 209, 0)",5.09901951359
"(5, 209, 0)","(0, 209, 0)",5.0
"(5, 209, 0)","(0, 210, 0)",5.09901951359
"(5, 210, 0)","(0, 210, 0)",5.0
"(5, 210, 0)","(0, 211, 0)",5.09901951359
"(5, 211, 0)","(0, 211, 0)",5.0
"(5, 211, 0)","(0, 212, 0)",5.09901951359
"(5, 212, 0)","(0, 212, 0)",5.0
"(5, 212, 0)","(0, 213, 0)",5.09901951359
"(5, 213, 0)","(0, 213, 0)",5.0
"(5, 213, 0)","(0, 214, 0)",5.09901951359
"(5, 214, 0)","(0, 214, 0)",5.0
"(5, 214, 0)","(0, 215, 0)",5.09901951359
"(5, 215, 0)","(0, 215, 0)",5.0
"(5, 215, 0)","(0, 216, 0)",5.09901951359
"(5, 216, 0)","(0, 216, 0)",5.0
"(5, 216, 0)","(0, 217, 0)",5.09901951359
"(5, 217, 0)","(0, 217, 0)",5.0
"(5, 217, 0)","(0, 218, 0)",5.09901951359
"(5, 218, 0)","(0, 218, 0)",5.0
"(5, 218, 0)","(0, 219, 0)",5.09901951359
"(5, 219, 0)","(0, 219, 0)",5.0
"(5, 219, 0)","(0, 220, 0)",5.09901951359
"(5, 220, 0)","(0, 220, 0)",5.0
"(5, 220, 0)","(0, 221, 0)",5.09901951359
"(5, 221, 0)","(0, 221, 0)",5.0
"(5, 221, 0)","(0, 222, 0)",5.09901951359
"(5, 222, 0)","(0, 222, 0)",5.0
"(5, 222, 0)","(0, 223, 0)",5.09901951359
"(5, 223, 0)","(0, 223, 0)",5.0
"(5, 223, 0)","(0, 224, 0)",5.09901951359
"(5, 224, 0)","(0, 224, 0)",5.0
"(5, 224, 0)","(0, 225, 0)",5.09901951359
"(5, 225, 0)","(0, 225, 0)",5.0
"(5, 225, 0)","(0, 226, 0)",5.09901951359
"(5, 226, 0)","(0, 226, 0)",5.0
"(5, 226, 0)","(0, 227, 0)",5.09901951359
"(5, 227, 0)","(0, 227, 0)",5.0
"(5, 227, 0)","(0, 228, 0)",5.09901951359
"(5, 228, 0)","(0, 228, 0)",5.0
"(5, 228, 0)","(0, 229, 0)",5.09901951359
"(5, 229, 0)","(0, 229, 0)",5.0
"(5, 229, 0)","(0, 230, 0)",5.09901951359
"(5, 230, 0)","(0, 230, 0)",5.0
"(5, 230, 0)","(0, 231, 0)",5.09901951359
"(5, 231, 0)","(0, 231, 0)",5.0
"(5, 231, 0)","(0, 232, 0)",5.09901951359
"(5, 232, 0)","(0, 232, 0)",5.0
"(5, 232, 0)","(0, 233, 0)",5.09901951359
"(5, 233, 0)","(0, 233, 0)",5.0
"(5, 233, 0)","(0, 234, 0)",5.09901951359
"(5, 234, 0)","(0, 234, 0)",5.0
"(5, 234, 0)","(0, 235, 0)",5.09901951359
"(5, 235, 0)","(0, 235, 0)",5.0
"(5, 235, 0)","(0, 236, 0)",5.09901951359
"(5, 236, 0)","(0, 236, 0)",5.0
"(5, 236, 0)","(0, 237, 0)",5.09901951359
"(5, 237, 0)","(0, 237, 0)",5.0
"(5, 237, 0)","(0, 238, 0)",5.09901951359
"(5, 238, 0)","(0, 238, 0)",5.0
"(5, 238, 0)","(0, 239, 0)",5.09901951359
"(5, 239, 0)","(0, 239, 0)",5.0
"(5, 239, 0)","(0, 240, 0)",5.09901951359
"(5, 240, 0)","(0, 240, 0)",5.0
"(5, 240, 0)","(0, 241, 0)",5.09901951359
"(5, 241, 0)","(0, 241, 0)",5.0
"(5, 241, 0)","(0, 242, 0)",5.09901951359
"(5, 242, 0)","(0, 242, 0)",5.0
"(5, 242, 0)","(0, 243, 0)",5.09901951359
"(5, 243, 0)","(0, 243, 0)",5.0
"(5, 243, 0)","(0, 244, 0)",5.09901951359
"(5, 244, 0)","(0, 244, 0)",5.0
"(5, 244, 0)","(0, 245, 0)",5.09901951359
"(5, 245, 0)","(0, 245, 0)",5.0
"(5, 245, 0)","(0, 246, 0)",5.09901951359
"(5, 246, 0)","(0, 246, 0)",5.0
"(5, 246, 0)","(0, 247, 0)",5.09901951359
"(5, 247, 0)","(0, 247, 0)",5.0
"(5, 247, 0)","(0, 248, 0)",5.09901951359
"(5, 248, 0)","(0, 248, 0)",5.0
"(5, 248, 0)","(0, 249, 0)",5.09901951359
"(5, 249, 0)","(0, 249, 0)",5.0
"(5, 249, 0)","(0, 250, 0)",5.09901951359
"(5, 250, 0)","(0, 250, 0)",5.0
"(5, 250, 0)","(0, 251, 0)",5.09901951359
"(5, 251, 0)","(0, 251, 0)",5.0
"(5, 251, 0)","(0, 252, 0)",5.09901951359
"(5, 252, 0)","(0, 252, 0)",5.0
"(5, 252, 0)","(0, 253, 0)",5.09901951359
"(5, 253, 0)","(0, 253, 0)",5.0
"(5, 253, 0)","(0, 254, 0)",5.09901951359
"(5, 254, 0)","(0, 254, 0)",5.0
"(5, 254, 0)","(0, 255, 0)",5.09901951359
"(5, 255, 0)","(0, 255, 0)",5.0
"(6, 128, 0)","(0, 129, 0)",6.0827625303
"(6, 129, 0)","(0, 130, 0)",6.0827625303
"(6, 130, 0)","(0, 131, 0)",6.0827625303
"(6, 131, 0)","(0, 132, 0)",6.0827625303
"(6, 132, 0)","(0, 133, 0)",6.0827625303
"(6, 133, 0)","(0, 134, 0)",6.0827625303
"(6, 134, 0)","(0, 135, 0)",6.0827625303
"(6, 135, 0)","(0, 136, 0)",6.0827625303
"(6, 136, 0)","(0, 137, 0)",6.0827625303
"(6, 137, 0)","(0, 138, 0)",6.0827625303
"(6, 138, 0)","(0, 139, 0)",6.0827625303
"(6, 139, 0)","(0, 140, 0)",6.0827625303
"(6, 140, 0)","(0, 141, 0)",6.0827625303
"(6, 141, 0)","(0, 142, 0)",6.0827625303
"(6, 142, 0)","(0, 143, 0)",6.0827625303
"(6, 143, 0)","(0, 144, 0)",6.0827625303
"(6, 144, 0)","(0, 145, 0)",6.0827625303
"(6, 145, 0)","(0, 146, 0)",6.0827625303
"(6, 146, 0)","(0, 147, 0)",6.0827625303
"(6, 147, 0)","(0, 148, 0)",6.0827625303
"(6, 148, 0)","(0, 149, 0)",6.0827625303
"(6, 149, 0)","(0, 150, 0)",6.0827625303
"(6, 150, 0)","(0, 151, 0)",6.0827625303
"(6, 151, 0)","(0, 152, 0)",6.0827625303
"(6, 152, 0)","(0, 153, 0)",6.0827625303
"(6, 153, 0)","(0, 154, 0)",6.0827625303
"(6, 154, 0)","(0, 155, 0)",6.0827625303
"(6, 155, 0)","(0, 156, 0)",6.0827625303
"(6, 156, 0)","(0, 157, 0)",6.0827625303
"(6, 157, 0)","(0, 158, 0)",6.0827625303
"(6, 158, 0)","(0, 159, 0)",6.0827625303
"(6, 159, 0)","(0, 160, 0)",6.0827625303
