color1,color2,distance
"(60, 165, 0)","(0, 174, 0)",60.6712452485
"(60, 165, 0)","(0, 174, 1)",60.6794858251
"(60, 166, 0)","(0, 174, 0)",60.5309838017
"(60, 166, 0)","(0, 175, 0)",60.6712452485
"(60, 166, 0)","(0, 175, 1)",60.6794858251
"(60, 167, 0)","(0, 175, 0)",60.5309838017
"(60, 167, 0)","(0, 176, 0)",60.6712452485
"(60, 167, 0)","(0, 176, 1)",60.6794858251
"(60, 168, 0)","(0, 176, 0)",60.5309838017
"(60, 168, 0)","(0, 177, 0)",60.6712452485
"(60, 168, 0)","(0, 177, 1)",60.6794858251
"(60, 169, 0)","(0, 177, 0)",60.5309838017
"(60, 169, 0)","(0, 178, 0)",60.6712452485
"(60, 169, 0)","(0, 178, 1)",60.6794858251
"(60, 170, 0)","(0, 178, 0)",60.5309838017
"(60, 170, 0)","(0, 179, 0)",60.6712452485
"(60, 170, 0)","(0, 179, 1)",60.6794858251
"(60, 171, 0)","(0, 179, 0)",60.5309838017
"(60, 171, 0)","(0, 180, 0)",60.6712452485
"(60, 171, 0)","(0, 180, 1)",60.6794858251
"(60, 172, 0)","(0, 180, 0)",60.5309838017
"(60, 172, 0)","(0, 181, 0)",60.6712452485
"(60, 172, 0)","(0, 181, 1)",60.6794858251
"(60, 173, 0)","(0, 181, 0)",60.5309838017
"(60, 173, 0)","(0, 182, 0)",60.6712452485
"(60, 173, 0)","(0, 182, 1)",60.6794858251
"(60, 174, 0)","(0, 182, 0)",60.5309838017
"(60, 174, 0)","(0, 183, 0)",60.6712452485
"(60, 174, 0)","(0, 183, 1)",60.6794858251
"(60, 175, 0)","(0, 183, 0)",60.5309838017
"(60, 175, 0)","(0, 184, 0)",60.6712452485
"(60, 175, 0)","(0, 184, 1)",60.6794858251
"(60, 176, 0)","(0, 184, 0)",60.5309838017
"(60, 176, 0)","(0, 185, 0)",60.6712452485
"(60, 176, 0)","(0, 185, 1)",60.6794858251
"(60, 177, 0)","(0, 185, 0)",60.5309838017
"(60, 177, 0)","(0, 186, 0)",60.6712452485
"(60, 177, 0)","(0, 186, 1)",60.6794858251
"(60, 178, 0)","(0, 186, 0)",60.5309838017
"(60, 178, 0)","(0, 187, 0)",60.6712452485
"(60, 178, 0)","(0, 187, 1)",60.6794858251
"(60, 179, 0)","(0, 187, 0)",60.5309838017
"(60, 179, 0)","(0, 188, 0)",60.6712452485
"(60, 179, 0)","(0, 188, 1)",60.6794858251
"(60, 180, 0)","(0, 188, 0)",60.5309838017
"(60, 180, 0)","(0, 189, 0)",60.6712452485
"(60, 180, 0)","(0, 189, 1)",60.6794858251
"(60, 181, 0)","(0, 189, 0)",60.5309838017
"(60, 181, 0)","(0, 190, 0)",60.6712452485
"(60, 181, 0)","(0, 190, 1)",60.6794858251
"(60, 182, 0)","(0, 190, 0)",60.5309838017
"(60, 182, 0)","(0, 191, 0)",60.6712452485
"(60, 182, 0)","(0, 191, 1)",60.6794858251
"(60, 183, 0)","(0, 191, 0)",60.5309838017
"(60, 183, 0)","(0, 192, 0)",60.6712452485
"(60, 183, 0)","(0, 192, 1)",60.6794858251
"(60, 184, 0)","(0, 192, 0)",60.5309838017
"(60, 184, 0)","(0, 193, 0)",60.6712452485
"(60, 184, 0)","(0, 193, 1)",60.6794858251
"(60, 185, 0)","(0, 193, 0)",60.5309838017
"(60, 185, 0)","(0, 194, 0)",60.6712452485
"(60, 185, 0)","(0, 194, 1)",60.6794858251
"(60, 186, 0)","(0, 194, 0)",60.5309838017
"(60, 186, 0)","(0, 195, 0)",60.6712452485
"(60, 186, 0)","(0, 195, 1)",60.6794858251
"(60, 187, 0)","(0, 195, 0)",60.5309838017
"(60, 187, 0)","(0, 196, 0)",60.6712452485
"(60, 187, 0)","(0, 196, 1)",60.6794858251
"(60, 188, 0)","(0, 196, 0)",60.5309838017
"(60, 188, 0)","(0, 197, 0)",60.6712452485
"(60, 188, 0)","(0, 197, 1)",60.6794858251
"(60, 189, 0)","(0, 197, 0)",60.5309838017
"(60, 189, 0)","(0, 198, 0)",60.6712452485
"(60, 189, 0)","(0, 198, 1)",60.6794858251
"(60, 190, 0)","(0, 198, 0)",60.5309838017
"(60, 190, 0)","(0, 199, 0)",60.6712452485
"(60, 190, 0)","(0, 199, 1)",60.6794858251
"(60, 191, 0)","(0, 199, 0)",60.5309838017
"(60, 191, 0)","(0, 200, 0)",60.6712452485
"(60, 191, 0)","(0, 200, 1)",60.6794858251
"(60, 192, 0)","(0, 200, 0)",60.5309838017
"(60, 192, 0)","(0, 201, 0)",60.6712452485
"(60, 192, 0)","(0, 201, 1)",60.6794858251
"(60, 193, 0)","(0, 201, 0)",60.5309838017
"(60, 193, 0)","(0, 202, 0)",60.6712452485
"(60, 193, 0)","(0, 202, 1)",60.6794858251
"(60, 194, 0)","(0, 202, 0)",60.5309838017
"(60, 194, 0)","(0, 203, 0)",60.6712452485
"(60, 194, 0)","(0, 203, 1)",60.6794858251
"(60, 195, 0)","(0, 203, 0)",60.5309838017
"(60, 195, 0)","(0, 204, 0)",60.6712452485
"(60, 195, 0)","(0, 204, 1)",60.6794858251
"(60, 196, 0)","(0, 204, 0)",60.5309838017
"(60, 196, 0)","(0, 205, 0)",60.6712452485
"(60, 196, 0)","(0, 205, 1)",60.6794858251
"(60, 197, 0)","(0, 205, 0)",60.5309838017
"(60, 197, 0)","(0, 206, 0)",60.6712452485
"(60, 197, 0)","(0, 206, 1)",60.6794858251
"(60, 198, 0)","(0, 206, 0)",60.5309838017
"(60, 198, 0)","(0, 207, 0)",60.6712452485
"(60, 198, 0)","(0, 207, 1)",60.6794858251
"(60, 199, 0)","(0, 207, 0)",60.5309838017
"(60, 199, 0)","(0, 208, 0)",60.6712452485
"(60, 199, 0)","(0, 208, 1)",60.6794858251
"(60, 200, 0)","(0, 208, 0)",60.5309838017
"(60, 200, 0)","(0, 209, 0)",60.6712452485
"(60, 200, 0)","(0, 209, 1)",60.6794858251
"(60, 201, 0)","(0, 209, 0)",60.5309838017
"(60, 201, 0)","(0, 210, 0)",60.6712452485
"(60, 201, 0)","(0, 210, 1)",60.6794858251
"(60, 202, 0)","(0, 210, 0)",60.5309838017
"(60, 202, 0)","(0, 211, 0)",60.6712452485
"(60, 202, 0)","(0, 211, 1)",60.6794858251
"(60, 203, 0)","(0, 211, 0)",60.5309838017
"(60, 203, 0)","(0, 212, 0)",60.6712452485
"(60, 203, 0)","(0, 212, 1)",60.6794858251
"(60, 204, 0)","(0, 212, 0)",60.5309838017
"(60, 204, 0)","(0, 213, 0)",60.6712452485
"(60, 204, 0)","(0, 213, 1)",60.6794858251
"(60, 205, 0)","(0, 213, 0)",60.5309838017
"(60, 205, 0)","(0, 214, 0)",60.6712452485
"(60, 205, 0)","(0, 214, 1)",60.6794858251
"(60, 206, 0)","(0, 214, 0)",60.5309838017
"(60, 206, 0)","(0, 215, 0)",60.6712452485
"(60, 206, 0)","(0, 215, 1)",60.6794858251
"(60, 207, 0)","(0, 215, 0)",60.5309838017
"(60, 207, 0)","(0, 216, 0)",60.6712452485
"(60, 207, 0)","(0, 216, 1)",60.6794858251
"(60, 208, 0)","(0, 216, 0)",60.5309838017
"(60, 208, 0)","(0, 217, 0)",60.6712452485
"(60, 208, 0)","(0, 217, 1)",60.6794858251
"(60, 209, 0)","(0, 217, 0)",60.5309838017
"(60, 209, 0)","(0, 218, 0)",60.6712452485
"(60, 209, 0)","(0, 218, 1)",60.6794858251
"(60, 210, 0)","(0, 218, 0)",60.5309838017
"(60, 210, 0)","(0, 219, 0)",60.6712452485
"(60, 210, 0)","(0, 219, 1)",60.6794858251
"(60, 211, 0)","(0, 219, 0)",60.5309838017
"(60, 211, 0)","(0, 220, 0)",60.6712452485
"(60, 211, 0)","(0, 220, 1)",60.6794858251
"(60, 212, 0)","(0, 220, 0)",60.5309838017
"(60, 212, 0)","(0, 221, 0)",60.6712452485
"(60, 212, 0)","(0, 221, 1)",60.6794858251
"(60, 213, 0)","(0, 221, 0)",60.5309838017
"(60, 213, 0)","(0, 222, 0)",60.6712452485
"(60, 213, 0)","(0, 222, 1)",60.6794858251
"(60, 214, 0)","(0, 222, 0)",60.5309838017
"(60, 214, 0)","(0, 223, 0)",60.6712452485
"(60, 214, 0)","(0, 223, 1)",60.6794858251
"(60, 215, 0)","(0, 223, 0)",60.5309838017
"(60, 215, 0)","(0, 224, 0)",60.6712452485
"(60, 215, 0)","(0, 224, 1)",60.6794858251
"(60, 216, 0)","(0, 224, 0)",60.5309838017
"(60, 216, 0)","(0, 225, 0)",60.6712452485
"(60, 216, 0)","(0, 225, 1)",60.6794858251
"(60, 217, 0)","(0, 225, 0)",60.5309838017
"(60, 217, 0)","(0, 226, 0)",60.6712452485
"(60, 217, 0)","(0, 226, 1)",60.6794858251
"(60, 218, 0)","(0, 226, 0)",60.5309838017
"(60, 218, 0)","(0, 227, 0)",60.6712452485
"(60, 218, 0)","(0, 227, 1)",60.6794858251
"(60, 219, 0)","(0, 227, 0)",60.5309838017
"(60, 219, 0)","(0, 228, 0)",60.6712452485
"(60, 219, 0)","(0, 228, 1)",60.6794858251
"(60, 220, 0)","(0, 228, 0)",60.5309838017
"(60, 220, 0)","(0, 229, 0)",60.6712452485
"(60, 220, 0)","(0, 229, 1)",60.6794858251
"(60, 221, 0)","(0, 229, 0)",60.5309838017
"(60, 221, 0)","(0, 230, 0)",60.6712452485
"(60, 221, 0)","(0, 230, 1)",60.6794858251
"(60, 222, 0)","(0, 230, 0)",60.5309838017
"(60, 222, 0)","(0, 231, 0)",60.6712452485
"(60, 222, 0)","(0, 231, 1)",60.6794858251
"(60, 223, 0)","(0, 231, 0)",60.5309838017
"(60, 223, 0)","(0, 232, 0)",60.6712452485
"(60, 223, 0)","(0, 232, 1)",60.6794858251
"(60, 224, 0)","(0, 232, 0)",60.5309838017
"(60, 224, 0)","(0, 233, 0)",60.6712452485
"(60, 224, 0)","(0, 233, 1)",60.6794858251
"(60, 225, 0)","(0, 233, 0)",60.5309838017
"(60, 225, 0)","(0, 234, 0)",60.6712452485
"(60, 225, 0)","(0, 234, 1)",60.6794858251
"(60, 226, 0)","(0, 234, 0)",60.5309838017
"(60, 226, 0)","(0, 235, 0)",60.6712452485
"(60, 226, 0)","(0, 235, 1)",60.6794858251
"(60, 227, 0)","(0, 235, 0)",60.5309838017
"(60, 227, 0)","(0, 236, 0)",60.6712452485
"(60, 227, 0)","(0, 236, 1)",60.6794858251
"(60, 228, 0)","(0, 236, 0)",60.5309838017
"(60, 228, 0)","(0, 237, 0)",60.6712452485
"(60, 228, 0)","(0, 237, 1)",60.6794858251
"(60, 229, 0)","(0, 237, 0)",60.5309838017
"(60, 229, 0)","(0, 238, 0)",60.6712452485
"(60, 229, 0)","(0, 238, 1)",60.6794858251
"(60, 230, 0)","(0, 238, 0)",60.5309838017
"(60, 230, 0)","(0, 239, 0)",60.6712452485
"(60, 230, 0)","(0, 239, 1)",60.6794858251
"(60, 231, 0)","(0, 239, 0)",60.5309838017
"(60, 231, 0)","(0, 240, 0)",60.6712452485
"(60, 231, 0)","(0, 240, 1)",60.6794858251
"(60, 232, 0)","(0, 240, 0)",60.5309838017
"(60, 232, 0)","(0, 241, 0)",60.6712452485
"(60, 232, 0)","(0, 241, 1)",60.6794858251
"(60, 233, 0)","(0, 241, 0)",60.5309838017
"(60, 233, 0)","(0, 242, 0)",60.6712452485
"(60, 233, 0)","(0, 242, 1)",60.6794858251
"(60, 234, 0)","(0, 242, 0)",60.5309838017
"(60, 234, 0)","(0, 243, 0)",60.6712452485
"(60, 234, 0)","(0, 243, 1)",60.6794858251
"(60, 235, 0)","(0, 243, 0)",60.5309838017
"(60, 235, 0)","(0, 244, 0)",60.6712452485
"(60, 235, 0)","(0, 244, 1)",60.6794858251
"(60, 236, 0)","(0, 244, 0)",60.5309838017
"(60, 236, 0)","(0, 245, 0)",60.6712452485
"(60, 236, 0)","(0, 245, 1)",60.6794858251
"(60, 237, 0)","(0, 245, 0)",60.5309838017
"(60, 237, 0)","(0, 246, 0)",60.6712452485
"(60, 237, 0)","(0, 246, 1)",60.6794858251
"(60, 238, 0)","(0, 246, 0)",60.5309838017
"(60, 238, 0)","(0, 247, 0)",60.6712452485
"(60, 238, 0)","(0, 247, 1)",60.6794858251
"(60, 239, 0)","(0, 247, 0)",60.5309838017
"(60, 239, 0)","(0, 248, 0)",60.6712452485
"(60, 239, 0)","(0, 248, 1)",60.6794858251
"(60, 240, 0)","(0, 248, 0)",60.5309838017
"(60, 240, 0)","(0, 249, 0)",60.6712452485
"(60, 240, 0)","(0, 249, 1)",60.6794858251
"(60, 241, 0)","(0, 249, 0)",60.5309838017
"(60, 241, 0)","(0, 250, 0)",60.6712452485
"(60, 241, 0)","(0, 250, 1)",60.6794858251
"(60, 242, 0)","(0, 250, 0)",60.5309838017
"(60, 242, 0)","(0, 251, 0)",60.6712452485
"(60, 242, 0)","(0, 251, 1)",60.6794858251
"(60, 243, 0)","(0, 251, 0)",60.5309838017
"(60, 243, 0)","(0, 252, 0)",60.6712452485
"(60, 243, 0)","(0, 252, 1)",60.6794858251
"(60, 244, 0)","(0, 252, 0)",60.5309838017
"(60, 244, 0)","(0, 253, 0)",60.6712452485
"(60, 244, 0)","(0, 253, 1)",60.6794858251
"(60, 245, 0)","(0, 253, 0)",60.5309838017
"(60, 245, 0)","(0, 254, 0)",60.6712452485
"(60, 245, 0)","(0, 254, 1)",60.6794858251
"(60, 246, 0)","(0, 254, 0)",60.5309838017
"(60, 246, 0)","(0, 255, 0)",60.6712452485
"(60, 246, 0)","(0, 255, 1)",60.6794858251
"(60, 247, 0)","(0, 255, 0)",60.5309838017
"(61, 128, 0)","(0, 137, 0)",61.6603600379
"(61, 128, 0)","(0, 137, 1)",61.6684684421
"(61, 129, 0)","(0, 138, 0)",61.6603600379
"(61, 129, 0)","(0, 138, 1)",61.6684684421
"(61, 130, 0)","(0, 139, 0)",61.6603600379
"(61, 130, 0)","(0, 139, 1)",61.6684684421
"(61, 131, 0)","(0, 140, 0)",61.6603600379
"(61, 131, 0)","(0, 140, 1)",61.6684684421
"(61, 132, 0)","(0, 141, 0)",61.6603600379
"(61, 132, 0)","(0, 141, 1)",61.6684684421
"(61, 133, 0)","(0, 142, 0)",61.6603600379
"(61, 133, 0)","(0, 142, 1)",61.6684684421
"(61, 134, 0)","(0, 143, 0)",61.6603600379
"(61, 134, 0)","(0, 143, 1)",61.6684684421
"(61, 135, 0)","(0, 144, 0)",61.6603600379
"(61, 135, 0)","(0, 144, 1)",61.6684684421
"(61, 136, 0)","(0, 145, 0)",61.6603600379
"(61, 136, 0)","(0, 145, 1)",61.6684684421
"(61, 137, 0)","(0, 146, 0)",61.6603600379
"(61, 137, 0)","(0, 146, 1)",61.6684684421
"(61, 138, 0)","(0, 147, 0)",61.6603600379
"(61, 138, 0)","(0, 147, 1)",61.6684684421
"(61, 139, 0)","(0, 148, 0)",61.6603600379
"(61, 139, 0)","(0, 148, 1)",61.6684684421
"(61, 140, 0)","(0, 149, 0)",61.6603600379
"(61, 140, 0)","(0, 149, 1)",61.6684684421
"(61, 141, 0)","(0, 150, 0)",61.6603600379
"(61, 141, 0)","(0, 150, 1)",61.6684684421
"(61, 142, 0)","(0, 151, 0)",61.6603600379
"(61, 142, 0)","(0, 151, 1)",61.6684684421
"(61, 143, 0)","(0, 152, 0)",61.6603600379
"(61, 143, 0)","(0, 152, 1)",61.6684684421
"(61, 144, 0)","(0, 153, 0)",61.6603600379
"(61, 144, 0)","(0, 153, 1)",61.6684684421
"(61, 145, 0)","(0, 154, 0)",61.6603600379
"(61, 145, 0)","(0, 154, 1)",61.6684684421
"(61, 146, 0)","(0, 155, 0)",61.6603600379
"(61, 146, 0)","(0, 155, 1)",61.6684684421
"(61, 147, 0)","(0, 156, 0)",61.6603600379
"(61, 147, 0)","(0, 156, 1)",61.6684684421
"(61, 148, 0)","(0, 157, 0)",61.6603600379
"(61, 148, 0)","(0, 157, 1)",61.6684684421
"(61, 149, 0)","(0, 158, 0)",61.6603600379
"(61, 149, 0)","(0, 158, 1)",61.6684684421
"(61, 150, 0)","(0, 159, 0)",61.6603600379
"(61, 150, 0)","(0, 159, 1)",61.6684684421
"(61, 151, 0)","(0, 160, 0)",61.6603600379
"(61, 151, 0)","(0, 160, 1)",61.6684684421
"(61, 152, 0)","(0, 161, 0)",61.6603600379
"(61, 152, 0)","(0, 161, 1)",61.6684684421
"(61, 153, 0)","(0, 162, 0)",61.6603600379
"(61, 153, 0)","(0, 162, 1)",61.6684684421
"(61, 154, 0)","(0, 163, 0)",61.6603600379
"(61, 154, 0)","(0, 163, 1)",61.6684684421
"(61, 155, 0)","(0, 164, 0)",61.6603600379
"(61, 155, 0)","(0, 164, 1)",61.6684684421
"(61, 156, 0)","(0, 165, 0)",61.6603600379
"(61, 156, 0)","(0, 165, 1)",61.6684684421
"(61, 157, 0)","(0, 166, 0)",61.6603600379
"(61, 157, 0)","(0, 166, 1)",61.6684684421
"(61, 158, 0)","(0, 167, 0)",61.6603600379
"(61, 158, 0)","(0, 167, 1)",61.6684684421
"(61, 159, 0)","(0, 168, 0)",61.6603600379
"(61, 159, 0)","(0, 168, 1)",61.6684684421
"(61, 160, 0)","(0, 169, 0)",61.6603600379
"(61, 160, 0)","(0, 169, 1)",61.6684684421
"(61, 161, 0)","(0, 170, 0)",61.6603600379
"(61, 161, 0)","(0, 170, 1)",61.6684684421
"(61, 162, 0)","(0, 171, 0)",61.6603600379
"(61, 162, 0)","(0, 171, 1)",61.6684684421
"(61, 163, 0)","(0, 172, 0)",61.6603600379
"(61, 163, 0)","(0, 172, 1)",61.6684684421
"(61, 164, 0)","(0, 173, 0)",61.6603600379
"(61, 164, 0)","(0, 173, 1)",61.6684684421
"(61, 165, 0)","(0, 174, 0)",61.6603600379
"(61, 165, 0)","(0, 174, 1)",61.6684684421
"(61, 166, 0)","(0, 175, 0)",61.6603600379
"(61, 166, 0)","(0, 175, 1)",61.6684684421
"(61, 167, 0)","(0, 176, 0)",61.6603600379
"(61, 167, 0)","(0, 176, 1)",61.6684684421
"(61, 168, 0)","(0, 177, 0)",61.6603600379
"(61, 168, 0)","(0, 177, 1)",61.6684684421
"(61, 169, 0)","(0, 178, 0)",61.6603600379
"(61, 169, 0)","(0, 178, 1)",61.6684684421
"(61, 170, 0)","(0, 179, 0)",61.6603600379
"(61, 170, 0)","(0, 179, 1)",61.6684684421
"(61, 171, 0)","(0, 180, 0)",61.6603600379
"(61, 171, 0)","(0, 180, 1)",61.6684684421
"(61, 172, 0)","(0, 181, 0)",61.6603600379
"(61, 172, 0)","(0, 181, 1)",61.6684684421
"(61, 173, 0)","(0, 182, 0)",61.6603600379
"(61, 173, 0)","(0, 182, 1)",61.6684684421
"(61, 174, 0)","(0, 183, 0)",61.6603600379
"(61, 174, 0)","(0, 183, 1)",61.6684684421
"(61, 175, 0)","(0, 184, 0)",61.6603600379
"(61, 175, 0)","(0, 184, 1)",61.6684684421
"(61, 176, 0)","(0, 185, 0)",61.6603600379
"(61, 176, 0)","(0, 185, 1)",61.6684684421
"(61, 177, 0)","(0, 186, 0)",61.6603600379
"(61, 177, 0)","(0, 186, 1)",61.6684684421
"(61, 178, 0)","(0, 187, 0)",61.6603600379
"(61, 178, 0)","(0, 187, 1)",61.6684684421
"(61, 179, 0)","(0, 188, 0)",61.6603600379
"(61, 179, 0)","(0, 188, 1)",61.6684684421
"(61, 180, 0)","(0, 189, 0)",61.6603600379
"(61, 180, 0)","(0, 189, 1)",61.6684684421
"(61, 181, 0)","(0, 190, 0)",61.6603600379
"(61, 181, 0)","(0, 190, 1)",61.6684684421
"(61, 182, 0)","(0, 191, 0)",61.6603600379
"(61, 182, 0)","(0, 191, 1)",61.6684684421
"(61, 183, 0)","(0, 192, 0)",61.6603600379
"(61, 183, 0)","(0, 192, 1)",61.6684684421
"(61, 184, 0)","(0, 193, 0)",61.6603600379
"(61, 184, 0)","(0, 193, 1)",61.6684684421
"(61, 185, 0)","(0, 194, 0)",61.6603600379
"(61, 185, 0)","(0, 194, 1)",61.6684684421
"(61, 186, 0)","(0, 195, 0)",61.6603600379
"(61, 186, 0)","(0, 195, 1)",61.6684684421
"(61, 187, 0)","(0, 196, 0)",61.6603600379
"(61, 187, 0)","(0, 196, 1)",61.6684684421
"(61, 188, 0)","(0, 197, 0)",61.6603600379
"(61, 188, 0)","(0, 197, 1)",61.6684684421
"(61, 189, 0)","(0, 198, 0)",61.6603600379
"(61, 189, 0)","(0, 198, 1)",61.6684684421
"(61, 190, 0)","(0, 199, 0)",61.6603600379
"(61, 190, 0)","(0, 199, 1)",61.6684684421
"(61, 191, 0)","(0, 200, 0)",61.6603600379
"(61, 191, 0)","(0, 200, 1)",61.6684684421
"(61, 192, 0)","(0, 201, 0)",61.6603600379
"(61, 192, 0)","(0, 201, 1)",61.6684684421
"(61, 193, 0)","(0, 202, 0)",61.6603600379
"(61, 193, 0)","(0, 202, 1)",61.6684684421
"(61, 194, 0)","(0, 203, 0)",61.6603600379
"(61, 194, 0)","(0, 203, 1)",61.6684684421
"(61, 195, 0)","(0, 204, 0)",61.6603600379
"(61, 195, 0)","(0, 204, 1)",61.6684684421
"(61, 196, 0)","(0, 205, 0)",61.6603600379
"(61, 196, 0)","(0, 205, 1)",61.6684684421
"(61, 197, 0)","(0, 206, 0)",61.6603600379
"(61, 197, 0)","(0, 206, 1)",61.6684684421
"(61, 198, 0)","(0, 207, 0)",61.6603600379
"(61, 198, 0)","(0, 207, 1)",61.6684684421
"(61, 199, 0)","(0, 208, 0)",61.6603600379
"(61, 199, 0)","(0, 208, 1)",61.6684684421
"(61, 200, 0)","(0, 209, 0)",61.6603600379
"(61, 200, 0)","(0, 209, 1)",61.6684684421
"(61, 201, 0)","(0, 210, 0)",61.6603600379
"(61, 201, 0)","(0, 210, 1)",61.6684684421
"(61, 202, 0)","(0, 211, 0)",61.6603600379
"(61, 202, 0)","(0, 211, 1)",61.6684684421
"(61, 203, 0)","(0, 212, 0)",61.6603600379
"(61, 203, 0)","(0, 212, 1)",61.6684684421
"(61, 204, 0)","(0, 213, 0)",61.6603600379
"(61, 204, 0)","(0, 213, 1)",61.6684684421
"(61, 205, 0)","(0, 214, 0)",61.6603600379
"(61, 205, 0)","(0, 214, 1)",61.6684684421
"(61, 206, 0)","(0, 215, 0)",61.6603600379
"(61, 206, 0)","(0, 215, 1)",61.6684684421
"(61, 207, 0)","(0, 216, 0)",61.6603600379
"(61, 207, 0)","(0, 216, 1)",61.6684684421
"(61, 208, 0)","(0, 217, 0)",61.6603600379
"(61, 208, 0)","(0, 217, 1)",61.6684684421
"(61, 209, 0)","(0, 218, 0)",61.6603600379
"(61, 209, 0)","(0, 218, 1)",61.6684684421
"(61, 210, 0)","(0, 219, 0)",61.6603600379
"(61, 210, 0)","(0, 219, 1)",61.6684684421
"(61, 211, 0)","(0, 220, 0)",61.6603600379
"(61, 211, 0)","(0, 220, 1)",61.6684684421
"(61, 212, 0)","(0, 221, 0)",61.6603600379
"(61, 212, 0)","(0, 221, 1)",61.6684684421
"(61, 213, 0)","(0, 222, 0)",61.6603600379
"(61, 213, 0)","(0, 222, 1)",61.6684684421
"(61, 214, 0)","(0, 223, 0)",61.6603600379
"(61, 214, 0)","(0, 223, 1)",61.6684684421
"(61, 215, 0)","(0, 224, 0)",61.6603600379
"(61, 215, 0)","(0, 224, 1)",61.6684684421
"(61, 216, 0)","(0, 225, 0)",61.6603600379
"(61, 216, 0)","(0, 225, 1)",61.6684684421
"(61, 217, 0)","(0, 226, 0)",61.6603600379
"(61, 217, 0)","(0, 226, 1)",61.6684684421
"(61, 218, 0)","(0, 227, 0)",61.6603600379
"(61, 218, 0)","(0, 227, 1)",61.6684684421
"(61, 219, 0)","(0, 228, 0)",61.6603600379
"(61, 219, 0)","(0, 228, 1)",61.6684684421
"(61, 220, 0)","(0, 229, 0)",61.6603600379
"(61, 220, 0)","(0, 229, 1)",61.6684684421
"(61, 221, 0)","(0, 230, 0)",61.6603600379
"(61, 221, 0)","(0, 230, 1)",61.6684684421
"(61, 222, 0)","(0, 231, 0)",61.6603600379
"(61, 222, 0)","(0, 231, 1)",61.6684684421
"(61, 223, 0)","(0, 232, 0)",61.6603600379
"(61, 223, 0)","(0, 232, 1)",61.6684684421
"(61, 224, 0)","(0, 233, 0)",61.6603600379
"(61, 224, 0)","(0, 233, 1)",61.6684684421
"(61, 225, 0)","(0, 234, 0)",61.6603600379
"(61, 225, 0)","(0, 234, 1)",61.6684684421
"(61, 226, 0)","(0, 235, 0)",61.6603600379
"(61, 226, 0)","(0, 235, 1)",61.6684684421
"(61, 227, 0)","(0, 236, 0)",61.6603600379
"(61, 227, 0)","(0, 236, 1)",61.6684684421
"(61, 228, 0)","(0, 237, 0)",61.6603600379
"(61, 228, 0)","(0, 237, 1)",61.6684684421
"(61, 229, 0)","(0, 238, 0)",61.6603600379
"(61, 229, 0)","(0, 238, 1)",61.6684684421
"(61, 230, 0)","(0, 239, 0)",61.6603600379
"(61, 230, 0)","(0, 239, 1)",61.6684684421
"(61, 231, 0)","(0, 240, 0)",61.6603600379
"(61, 231, 0)","(0, 240, 1)",61.6684684421
"(61, 232, 0)","(0, 241, 0)",61.6603600379
"(61, 232, 0)","(0, 241, 1)",61.6684684421
"(61, 233, 0)","(0, 242, 0)",61.6603600379
"(61, 233, 0)","(0, 242, 1)",61.6684684421
"(61, 234, 0)","(0, 243, 0)",61.6603600379
"(61, 234, 0)","(0, 243, 1)",61.6684684421
"(61, 235, 0)","(0, 244, 0)",61.6603600379
"(61, 235, 0)","(0, 244, 1)",61.6684684421
"(61, 236, 0)","(0, 245, 0)",61.6603600379
"(61, 236, 0)","(0, 245, 1)",61.6684684421
"(61, 237, 0)","(0, 246, 0)",61.6603600379
"(61, 237, 0)","(0, 246, 1)",61.6684684421
"(61, 238, 0)","(0, 247, 0)",61.6603600379
"(61, 238, 0)","(0, 247, 1)",61.6684684421
"(61, 239, 0)","(0, 248, 0)",61.6603600379
"(61, 239, 0)","(0, 248, 1)",61.6684684421
"(61, 240, 0)","(0, 249, 0)",61.6603600379
"(61, 240, 0)","(0, 249, 1)",61.6684684421
"(61, 241, 0)","(0, 250, 0)",61.6603600379
"(61, 241, 0)","(0, 250, 1)",61.6684684421
"(61, 242, 0)","(0, 251, 0)",61.6603600379
"(61, 242, 0)","(0, 251, 1)",61.6684684421
"(61, 243, 0)","(0, 252, 0)",61.6603600379
"(61, 243, 0)","(0, 252, 1)",61.6684684421
"(61, 244, 0)","(0, 253, 0)",61.6603600379
"(61, 244, 0)","(0, 253, 1)",61.6684684421
"(61, 245, 0)","(0, 254, 0)",61.6603600379
"(61, 245, 0)","(0, 254, 1)",61.6684684421
"(61, 246, 0)","(0, 255, 0)",61.6603600379
"(61, 246, 0)","(0, 255, 1)",61.6684684421
"(62, 128, 0)","(0, 137, 0)",62.6498204307
"(62, 128, 0)","(0, 137, 1)",62.6578007913
"(62, 129, 0)","(0, 138, 0)",62.6498204307
"(62, 129, 0)","(0, 138, 1)",62.6578007913
"(62, 130, 0)","(0, 139, 0)",62.6498204307
"(62, 130, 0)","(0, 139, 1)",62.6578007913
"(62, 131, 0)","(0, 140, 0)",62.6498204307
"(62, 131, 0)","(0, 140, 1)",62.6578007913
"(62, 132, 0)","(0, 141, 0)",62.6498204307
"(62, 132, 0)","(0, 141, 1)",62.6578007913
"(62, 133, 0)","(0, 142, 0)",62.6498204307
"(62, 133, 0)","(0, 142, 1)",62.6578007913
"(62, 134, 0)","(0, 143, 0)",62.6498204307
"(62, 134, 0)","(0, 143, 1)",62.6578007913
"(62, 135, 0)","(0, 144, 0)",62.6498204307
